index,Country,Area,Location,LAT,LONG,methode
5521,REUNION,Saint-Denis,Barachoise bridge,-20.8799889,55.448137,countryarea
5522,REUNION,5aint-Denis,Barachois,48.6188111,-64.2778834,locatie
5523,AUSTRALIA,Victoria,Brighton,50.83891575,-0.12693054250074665,locatie
5524,PHILIPPINES,,,alleen land bekend,alleen land bekend,error
5525,USA,Georgia,"Tybee Island, Chatham County",31.9987321,-80.8469427,locatie
5526,USA,South Carolina,Sullivan's Island,32.770151,-79.83133553033889,locatie
5527,SOLOMON ISLANDS,Central Province,Savo,61.7351868,24.4671486,locatie
5528,SOUTH AFRICA,KwaZulu-Natal,Durban,-29.861825,31.009909,locatie
5529,NEW ZEALAND,North Island,Takapuna,-36.7878213,174.7729913,locatie
5530,AUSTRALIA,Western Australia,Bunbury,-33.3267797,115.636698,locatie
5531,AUSTRALIA,New South Wales,Coogee,-33.9217004,151.2557975,locatie
5532,NEW CALEDONIA,South Province,Noumea,-22.2745264,166.442419,locatie
5533,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney",-31.8759835,147.2869493,countryarea
5534,FIJI,Viti Levu group,Beqa,-18.3911869,178.12285193309967,locatie
5535,AUSTRALIA,New South Wales,Sydney Harbor,-31.8759835,147.2869493,countryarea
5536,AUSTRALIA,Queensland,Ross Creek,45.2441952,-64.4554997,locatie
5537,SPAIN,Balearics,Isla Cabrera,-48.73041915,-75.20992433842258,locatie
5538,USA,Florida,"Pensacola Bay, Escambia County",30.388064,-87.18767789386679,locatie
5539,USA,South Carolina,Off Charleston,32.8719871,-80.0174794,locatie
5540,AUSTRALIA,Queensland,Great Barrier Reef,-16.35,145.9,locatie
5541,USA,Texas,Galveston Ship Channel,31.2638905,-98.5456116,countryarea
5542,USA,Florida,"Pensacola Bay, Escambia County",30.388064,-87.18767789386679,locatie
5543,USA,Florida,"Pablo Beach, Jacksonville, Duval County",30.2852096,-81.40959882304193,locatie
5544,SPAIN,Málaga,Ceuta,35.89442195,-5.355817352394269,locatie
5545,USA,Delaware,Delaware Lightship,38.7737222,-75.1580588,locatie
5546,SOUTH AFRICA,Western Cape Province,Victoria Bay,-34.0055872,22.5497448,locatie
5547,USA,Texas,"Rockport, Aransas County",28.0259733,-97.0526996,locatie
5548,SOUTH AFRICA,Western Cape Province,Victoria Bay,-34.0055872,22.5497448,locatie
5549,NEW ZEALAND,Chatham Islands,,-44.288153550000004,-176.2213429218085,area
5550,AUSTRALIA,Torres Strait,Thursday Island,-10.578645850000001,142.21892059042744,locatie
5551,AUSTRALIA,Western Australia,Off Legendre Island,-25.2303005,121.0187246,countryarea
5552,USA,Texas,"Texas City, Galveston",29.396013,-94.9175485,locatie
5553,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",-38.00353045,175.95785260835657,countryarea
5554,CROATIA,Primorje-Gorski Kotar County,Rijeka,45.3267976,14.442208,locatie
5555,AUSTRALIA,Western Australia,Fremantle,-32.0534086,115.7586172,locatie
5556,NORTH ATLANTIC OCEAN,Georges Bank,,9.3535476,-79.8926503,area
5557,AUSTRALIA,Queensland,Mackay,-21.141956,149.1865149,locatie
5558,MEXICO,,LaBarra,41.3903775,2.1478544,locatie
5559,MOZAMBIQUE,Zambesi River,Portuguese territory,-12.40418725,130.9106529762714,locatie
5560,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County",33.2588817,-86.8295337,countryarea
5561,PANAMA,Colón Province,Cristobal,40.4692924,-5.8898816,locatie
5562,NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",-38.6717079,178.0184882,locatie
5563,USA,Hawaii,"Pearl Harbor, O'ahu",19.593801499999998,-155.42837009716908,countryarea
5564,AUSTRALIA,Western Australia,Bunbury,-33.3267797,115.636698,locatie
5565,AUSTRALIA,New South Wales,Newcastle Harbor,44.0249967,-69.5716462,locatie
5566,USA,Hawaii,"Hilo, Hawai'i",19.7073734,-155.08158,locatie
5567,PHILIPPINES,Luzon Island,"Polinao Point, Manila",15.75846995,121.63187337502636,countryarea
5568,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County",27.7567667,-81.4639835,countryarea
5569,AUSTRALIA,New South Wales,20 miles off Sydney,-31.8759835,147.2869493,countryarea
5570,AUSTRALIA,New South Wales,Bondi,48.9031,2.48291,locatie
5571,INDONESIA,30 nm from Singapore,Rhio Strait,error,error,error
5572,USA,Delaware,"Lewes, Sussex County",38.7733961,-75.1379574,locatie
5573,USA,Florida,"Pensacola Bay, Escambia County",30.388064,-87.18767789386679,locatie
5574,USA,New York,Rockaway,40.9012101,-74.5143232,locatie
5575,USA,Florida,"Panama City, Bay County",30.1600827,-85.6545729,locatie
5576,MEXICO,Guerrero,Zacatula,18.008889,-102.178056,locatie
5577,SOUTH AFRICA,Western Cape Province,Cape Town,-33.928992,18.417396,locatie
5578,AUSTRALIA,Queensland,"Middleton Reef, 300 nm from Brisbane",-22.1646782,144.5844903,countryarea
5579,SPAIN,Andalucia,"Puente Mayorga, San Roque, Cádiz",36.1809,-5.38614,locatie
5580,USA,Hawaii,"Pa'uwela, Maui",19.593801499999998,-155.42837009716908,countryarea
5581,TUNISIA,Sfax,,34.723238699999996,10.335847425638779,area
5582,SOUTH AFRICA,South Atlantic Ocean,Possession Island,-10.7291343,142.3980241425556,locatie
5583,,,Near the equator,error,error,error
5584,ITALY,Sicily,"Off Capo San Croce, near Augusta (Catania)",37.587794,14.155048,countryarea
5585,AUSTRALIA,New South Wales,Woy Woy,-33.4880548,151.3274925,locatie
5586,SOUTH AFRICA,Western Cape Province,Stilbaai,-34.368333,21.411111,locatie
5587,MEXICO,Quintana Roo,,19.6666671,-88.5000001,area
5588,AUSTRALIA,Torres Strait,Thursday Island,-10.578645850000001,142.21892059042744,locatie
5589,USA,California,"Redondo, Los Angeles County",33.8455911,-118.3886766,locatie
5590,SPAIN,Galicia,Cape Finisterre,42.8825,-9.2722222,locatie
5591,SPAIN,Canary Islands,"Tazacorte, La Palma",28.6156456,-17.889445643316133,locatie
5592,CROATIA,Adriatic Sea,Medola,44.846673,11.0676,locatie
5593,EGYPT,Gulf of Suez,Off Ras Gharib,28.70372425,33.02038093260994,countryarea
5594,USA,Georgia,,32.3293809,-83.1137366,area
5595,PAPUA NEW GUINEA,New Britain,Matupi,21.596511,93.444026,locatie
5596,INDONESIA,Java,Jakarta Harbor,-7.327969400000001,109.6139109880134,countryarea
5597,USA,Florida,"Marathon, Monroe County",24.7137524,-81.0903512,locatie
5598,USA,Hawaii,"Mana, Kaua'i",19.593801499999998,-155.42837009716908,countryarea
5599,AUSTRALIA,New South Wales,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",-31.8759835,147.2869493,countryarea
5600,AUSTRALIA,Torres Strait,Near Thursday Island,-10.416667,142.166667,countryarea
5601,CHINA,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",22.2793278,114.1628131,countryarea
5602,CHINA,Hong Kong,"Sharp Peak, Sai Kung Peninsula, New Territories",22.2793278,114.1628131,countryarea
5603,AUSTRALIA,New South Wales,"Merewether Beach, near Newcastle",-31.8759835,147.2869493,countryarea
5604,HAITI,Tiburon Peninsula,Aux Cayes (now Les Cayes),18.3438442,-73.2144251,countryarea
5605,USA,Hawaii,"Kalepolepo, Kihei, Maui",20.76539425,-156.45883672273825,locatie
5606,ENGLAND,English Channel,,49.82921075,-2.49845361947528,area
5607,CROATIA,"Split-Dalmatia Count,","Sucurja, Hvar Island,",error,error,error
5608,CROATIA,Primorje-Gorski Kotar County,Krk Island,45.0488822,14.4917084,locatie
5609,CROATIA,Primorje-Gorski Kotar County,Krk Island,45.0488822,14.4917084,locatie
5610,USA,New Jersey,Lower Delaware Bay,39.016548,-74.947787,locatie
5611,CROATIA,"Split-Dalmatia Count,","Sućuraj, Hvar Island",error,error,error
5612,AUSTRALIA,Queensland,Karra Garra,-22.1646782,144.5844903,countryarea
5613,USA,South Carolina,Small creek near Coles Island,33.6874388,-80.4363743,countryarea
5614,MEXICO,Oaxaca,Salina Cruz,16.1825,-95.195833,locatie
5615,USA,Florida,"Garden Key, Charlotte County",26.896999800000003,-82.33437727059012,locatie
5616,MALTA,Harare Province,Marsaskala,35.8629162,14.5591879,locatie
5617,PHILIPPINES,Luzon Island,Manila Bay,14.5827234,120.7437743,locatie
5618,NEW ZEALAND,South Island,Port Moeraki,-43.586562,171.21232939964904,countryarea
5619,AUSTRALIA,Queensland,Ross Creek,45.2441952,-64.4554997,locatie
5620,VIETNAM,Khánh Hòa Province,Nha Trang,12.2431693,109.1898675,locatie
5621,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i",19.593801499999998,-155.42837009716908,countryarea
5622,JAMAICA,Westmoreland Parish,Cabaritta River mouth,40.286657399999996,-79.52788516637384,countryarea
5623,USA,Hawaii,,19.593801499999998,-155.42837009716908,area
5624,USA,Hawaii,,19.593801499999998,-155.42837009716908,area
5625,USA,Hawaii,,19.593801499999998,-155.42837009716908,area
5626,USA,Hawaii,,19.593801499999998,-155.42837009716908,area
5627,INDONESIA,Java,Lorok Bay,-7.327969400000001,109.6139109880134,countryarea
5628,INDONESIA,Java,Lorok Bay,-7.327969400000001,109.6139109880134,countryarea
5629,AUSTRALIA,Torres Strait,Mabiuag,-10.416667,142.166667,countryarea
5630,USA,California,"Avalon, Los Angeles County",33.34221,-118.3272612,locatie
5631,YEMEN,Aden,,12.833333,44.916667,area
5632,USA,Maryland,"Tangier Sound, Somerset County",38.0626234,-75.9954899,locatie
5633,USA,Mississippi,"Bay St. Louis, Hancock County",30.3132453,-89.3343223,locatie
5634,MOZAMBIQUE,Maputo Province,Lourenco Marques,-25.380465299999997,-49.26453228733004,locatie
5635,INDONESIA,Maluku Province,Aru Islands,-6.2281475,134.49796567482778,locatie
5636,AUSTRALIA,Victoria,Western Port Bay,-38.38234395,145.46832430513143,locatie
5637,AUSTRALIA,Queensland,Lizard Island,-14.6683188,145.4609161,locatie
5638,INDONESIA,,40 miles from Tahane Island,error,error,error
5639,AUSTRALIA,New South Wales,Moodie Beach,-33.8444185,151.23847083491603,arealoc
5640,NEW ZEALAND,North Island,Mototapu Island,-38.00353045,175.95785260835657,countryarea
5641,AUSTRALIA,New South Wales,Georges River,-34.0392423,150.8946067,locatie
5642,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",-29.8386571,31.036553323472706,locatie
5643,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",-28.503833,30.8875009,countryarea
5644,AUSTRALIA,Western Australia,Geraldton,-28.77035,114.6147159,locatie
5645,AUSTRALIA,New South Wales,"Waverly, Sydney",-34.0012603,151.0464171,locatie
5646,USA,Florida,"Fort Pierce, St Lucie County",27.4467056,-80.3256056,locatie
5647,EGYPT,Suez Canal,Port Said,31.263235,32.305505,locatie
5648,USA,New Jersey,"Atlantic City, Atlantic County",39.3642852,-74.4229351,locatie
5649,PHILIPPINES,Luzon Island,Manila Bay,14.5827234,120.7437743,locatie
5650,USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt",35.6729639,-79.0392919,countryarea
5651,ITALY,,Naples,40.8358846,14.2487679,locatie
5652,INDONESIA,Nusa Tenggara,Off Rakit Island,-9.0,120.0,countryarea
5653,USA,North Carolina,"Ocracoke, Hyde County",35.1146152,-75.9810097,locatie
5654,USA,Florida,"Pablo Beach, Jacksonville, Duval County",30.2852096,-81.40959882304193,locatie
5655,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",-28.503833,30.8875009,countryarea
5656,AUSTRALIA,New South Wales,Lismore,43.747744,-95.947241,locatie
5657,AUSTRALIA,Tasmania,Bridport,50.733785,-2.7589005,locatie
5658,AUSTRALIA,Victoria,Elwood,41.4039201,-88.1117242,locatie
5659,AUSTRALIA,Victoria,Elwood,41.4039201,-88.1117242,locatie
5660,USA,North Carolina,"Cape Lookout, Carteret County",34.6054423,-76.536312,locatie
5661,PHILIPPINES,Luzon Island,"Inner Harbor, Olongapo",15.75846995,121.63187337502636,countryarea
5662,INDIAN OCEAN,Between Noumea & Sydney,,error,error,error
5663,CUBA,Havana Province,Havana Harbor,44.384111000000004,-68.20313000000002,locatie
5664,CUBA,Villa Clara Province,Caibarien Harbor,22.4018494,-79.9577172,countryarea
5665,USA,New Jersey,"Shrewsbury River, Monmouth County",40.3612585,-73.9769405,locatie
5666,USA,Texas,,31.2638905,-98.5456116,area
5667,ITALY,Ancona Province,Ancona,43.480120400000004,13.218790609151764,locatie
5668,AUSTRALIA,Queensland,Brisbane,-27.4689682,153.0234991,locatie
5669,NEW ZEALAND,North Island,Waitara,-39.0028236,174.2364324,locatie
5670,NEW CALEDONIA,South Province,Noumea,-22.2745264,166.442419,locatie
5671,REUNION ISLAND,,Swimming off the British steamer Troutpool,error,error,error
5672,USA,,,alleen land bekend,alleen land bekend,error
5673,PHILIPPINES,Quezon,Tayabas,14.0263471,121.5918364,locatie
5674,USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu",19.593801499999998,-155.42837009716908,countryarea
5675,CUBA,Havana Province,Havana Harbor,44.384111000000004,-68.20313000000002,locatie
5676,USA,New Jersey,"Atlantic City, Atlantic County",39.3642852,-74.4229351,locatie
5677,FALKLAND ISLANDS,,,alleen land bekend,alleen land bekend,error
5678,AUSTRALIA,New South Wales,Georges River,-34.0392423,150.8946067,locatie
5679,MEXICO,Veracruz,Coatzacoalcos,18.1396787,-94.4501731,locatie
5680,AUSTRALIA,New South Wales,Sydney,-33.8698439,151.2082848,locatie
5681,AUSTRALIA,Queensland,Logan River,-27.9380952,152.9734024,locatie
5682,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",-31.8759835,147.2869493,countryarea
5683,CRETE,,,alleen land bekend,alleen land bekend,error
5684,USA,Hawaii,"Koko Head, south side of O'ahu Island",19.593801499999998,-155.42837009716908,countryarea
5685,NICARAGUA,Rio San Juan,Greytown,-29.060556,30.588889,locatie
5686,AUSTRALIA,New South Wales,"Middle Harbour, Sydney",-33.7911216,151.2341749799246,locatie
5687,USA,Texas,"Near Port Lavaca, Calhoun County",31.2638905,-98.5456116,countryarea
5688,ITALY,Calabria,Nicotera,38.554577,15.936695,locatie
5689,CROATIA,Istria County,Porec,45.2273829,13.5956941,locatie
5690,USA,Hawaii,"Kalihi, O'ahu",21.3372527,-157.8817539,locatie
5691,ITALY,Liguria,"Galliera dock, Genoa",44.4777617,8.7026296,countryarea
5692,USA,New Jersey,"Atlantic City, Atlantic County",39.3642852,-74.4229351,locatie
5693,PHILIPPINES,Zamboanga del Sur Province,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island",error,error,error
5694,EGYPT,Mediterranean Sea,"Tzortzou Reef, Marsa Matruh",27.09019805,33.82358891613269,countryarea
5695,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,-33.9122222,25.6272222,locatie
5696,NEW ZEALAND,North Island,Poverty Bay,47.349182049999996,-122.33702115537454,locatie
5697,AUSTRALIA,New South Wales,Kerosene Bay,47.25283375,-55.337010461750225,locatie
5698,SOUTH AFRICA,KwaZulu-Natal,Durban,-29.861825,31.009909,locatie
5699,AUSTRALIA,Queensland,Brisbane,-27.4689682,153.0234991,locatie
5700,AUSTRALIA,Queensland,Brisbane,-27.4689682,153.0234991,locatie
5701,PHILIPPINES,Zamboanga del Sur Province,Port Isabela de Basilan,6.7084502,121.9707948,locatie
5702,CYPRUS,Southern Cyprus,Larnaca,34.9236095,33.6236184,locatie
5703,SOUTH AFRICA,Western Cape Province,Windmill Beach,-34.20118505000001,18.456352589647004,locatie
5704,ITALY,Syracuse,Capo Santa Croce,37.242806,15.2580231,locatie
5705,YEMEN,Aden,,12.833333,44.916667,area
5706,PHILIPPINES,Western Viscayas,"Island of Panay, Iliolo",error,error,error
5707,AUSTRALIA,Queensland,Brisbane,-27.4689682,153.0234991,locatie
5708,USA,Florida,Indian River Inlet / Fort Pierce Inlet,27.7567667,-81.4639835,countryarea
5709,AUSTRALIA,New South Wales,"Middle Harbour, Sydney",-33.7911216,151.2341749799246,locatie
5710,SOUTH AFRICA,Western Cape Province,Three Anchor Bay,-33.9091667,18.3955556,locatie
5711,SOUTH AFRICA,Western Cape Province,"Woodstock Beach, Cape Town",-33.9251655,18.4470843,locatie
5712,AUSTRALIA,Queensland,Townsville,-19.2569391,146.8239537,locatie
5713,USA,Rhode Island,Coddington Cove,41.5232973,-71.3175009,locatie
5714,USA,Hawaii,"Waikiki Beach, Oahu",19.593801499999998,-155.42837009716908,countryarea
5715,USA,North Carolina,"Southport, Brunswick County",33.921563,-78.0202677,locatie
5716,CROATIA,Primorje-Gorski Kotar County,"Volosko, Opatija",45.3483902,14.3200644,locatie
5717,USA,Hawaii,"Makapu'u Point, O'ahu",19.593801499999998,-155.42837009716908,countryarea
5718,USA,Connecticut,"Bridgeport, Fairfield County",41.1670412,-73.2048348,locatie
5719,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",-31.8759835,147.2869493,countryarea
5720,USA,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",19.593801499999998,-155.42837009716908,countryarea
5721,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,-33.9617051,25.6207519,locatie
5722,AUSTRALIA,Queensland,Tingalpa Creek,-27.5194235,153.1869301,locatie
5723,PHILIPPINES,Mindoro Occidental,Off Lubang Island,13.0000021,120.9166666,countryarea
5724,AUSTRALIA,Victoria,"Governor's Reef, Port Phillip Bay",-36.5986096,144.6780052,countryarea
5725,LIBYA,Mediterranean Sea,Off Bengasi,32.8855274,13.1638555,countryarea
5726,LIBYA,Mediterranean Sea,Off Bengasi,32.8855274,13.1638555,countryarea
5727,MEXICO,Tamaulipas,Tampico,22.2329889,-97.8614802,locatie
5728,USA,California,"Monterey Bay, Monterey County",36.7999557,-121.9010668,locatie
5729,USA,Florida,"Trout River, Panama Park",30.3900071,-81.6437721,locatie
5730,EGYPT,Mediterranean Sea,Port Said,31.263235,32.305505,locatie
5731,EGYPT,Mediterranean Sea,Port Said,31.263235,32.305505,locatie
5732,EGYPT,Mediterranean Sea,Port Said,31.263235,32.305505,locatie
5733,BAHAMAS,,,alleen land bekend,alleen land bekend,error
5734,ITALY,Calabria,Bagnara Calabra,38.288471,15.807795,locatie
5735,NEW ZEALAND,North Island,East Cape,52.3602499,175.9475652,locatie
5736,PHILIPPINES,Negros,Escalante,43.4370721,-3.5139242,locatie
5737,ITALY,Imperia Province,Bordighera,43.7850512,7.6591094,locatie
5738,AUSTRALIA,New South Wales,Newcastle,54.9738474,-1.6131572,locatie
5739,SOUTH AFRICA,KwaZulu-Natal,Durban,-29.861825,31.009909,locatie
5740,USA,Florida,St. John's River,12.0577635,-61.7482017,locatie
5741,USA,Florida,Near a small wreck in a channel at Indian Key,27.7567667,-81.4639835,countryarea
5742,AUSTRALIA,Queensland,The Narrows,40.6248003,-74.0552553,locatie
5743,USA,Hawaii,Off Kohala,19.593801499999998,-155.42837009716908,countryarea
5744,,,,geen locatie bekend,geen locatie bekend,error
5745,,,,geen locatie bekend,geen locatie bekend,error
5746,WEST INDIES,,,alleen land bekend,alleen land bekend,error
5747,USA,New York,"Prince's Bay, Staten Island",40.525526,-74.2000583,locatie
5748,USA,Florida,"St. John's River, Jacksonville, Duval County",27.7567667,-81.4639835,countryarea
5749,AUSTRALIA,New South Wales,Sydney,-33.8698439,151.2082848,locatie
5750,YEMEN,Aden,Outer Harbor,-34.7727146,138.4981585,locatie
5751,YEMEN,Aden,Sapper Bay,12.78257155,44.972193760121215,locatie
5752,CUBA,Santiago de Cuba Province,Santiago de Cuba,20.0214637,-75.8294928,locatie
5753,NEW CALEDONIA,South Province,Noumea,-22.2745264,166.442419,locatie
5754,FIJI,Muala,,-7.4146769,27.7149242,area
5755,SRI LANKA,,Colombo Harbor,error,error,error
5756,CRETE,,,alleen land bekend,alleen land bekend,error
5757,USA,South Carolina,Ramshorn Creek,32.1232263,-80.8970055,locatie
5758,CUBA,Santiago de Cuba Province,Off Santiago de Cuba,error,error,error
5759,JAMAICA,Kingston Parish,Kingston Harbor,39.8574837,-74.1324342,locatie
5760,CUBA,Camaguey Province,Nuevitas Harbor,error,error,error
5761,USA,Florida,"a creek near Jacksonville, Duval County",27.7567667,-81.4639835,countryarea
5762,YEMEN,Aden,Harbor,34.0149264,-119.6745122,locatie
5763,USA,Hawaii,,19.593801499999998,-155.42837009716908,area
5764,USA,East coast,,-38.1532287,178.1367523749267,area
5765,MEXICO,Vera Cruz,Vera Cruz Harbor,-8.5483224,125.5687229,locatie
